    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z
63      -0.2338494221               -0.15910229            -0.32244083                -0.62491082
64      -0.8746265921               -0.96656885            -0.92544963                -0.97668980
65      -0.9218360766               -0.94820681            -0.88343972                -0.95712151
66      -0.9683502174               -0.97530538            -0.95544186                -0.98256816
67      -0.5196369261               -0.30568538            -0.58974151                -0.45566530
68      -0.2540919271               -0.37861668            -0.44044505                -0.57248502
69       0.0428533623               -0.08973570            -0.48414127                -0.48712842
70      -0.9256692911               -0.96654532            -0.93474687                -0.97067540
71      -0.8867451707               -0.94360196            -0.86891399                -0.94619646
72      -0.9625253694               -0.97638193            -0.95926306                -0.98343449
73      -0.4216830935               -0.09649997            -0.51064832                -0.40807891
74      -0.2221614337               -0.17773484            -0.31817389                -0.45593772
75       0.1446227571                0.15480886            -0.24235386                -0.14573355
76      -0.9395472029               -0.94730470            -0.92954914                -0.95119669
77      -0.9445641075               -0.95538158            -0.92310876                -0.95208850
78      -0.9053739798               -0.95155266            -0.92869489                -0.95550465
79      -0.3517067805               -0.02213836            -0.34389491                -0.08416638
80      -0.4153071067               -0.49744136            -0.44499448                -0.70409097
81       0.0214440977                0.10785684            -0.39690965                -0.35354470
82      -0.8869156382               -0.96849487            -0.89580498                -0.97496594
83      -0.9372879651               -0.96909216            -0.91984814                -0.97189942
84      -0.9105424629               -0.96535923            -0.91889252                -0.96940304
85      -0.3608189785               -0.27643613            -0.32745958                -0.58124019
86      -0.4092828517               -0.37926650            -0.18332565                -0.57573329
87      -0.1561410936                0.13473473            -0.25559031                -0.26298447
88      -0.9317212400               -0.97932021            -0.95325116                -0.98614726
89      -0.9386281863               -0.97913544            -0.95411983                -0.98183234
90      -0.9172579794               -0.96379109            -0.93678697                -0.97179328
91      -0.5844559920               -0.41744682            -0.59974544                -0.77357406
92      -0.3760278789               -0.51370346            -0.38122338                -0.82242872
93      -0.1371230604               -0.17366175            -0.38055943                -0.71422967
94      -0.9485219860               -0.97228913            -0.96071124                -0.98560723
95      -0.9815039696               -0.98802123            -0.97743771                -0.99227747
96      -0.9760376956               -0.97512653            -0.95484905                -0.98356947
97      -0.4574900095               -0.45342601            -0.26550455                -0.65567766
98      -0.1432538892               -0.40984765             0.23665966                -0.56496408
99       0.1786845809                0.19426342            -0.22392743                -0.35684943
100     -0.9291939372               -0.97295941            -0.94651796                -0.98706518
101     -0.9397998698               -0.96967752            -0.93481556                -0.96601926
102     -0.8596060471               -0.96360743            -0.91776010                -0.96366602
103     -0.4583447924               -0.34241193            -0.48175022                -0.65401015
104     -0.2556593408               -0.39131340            -0.30858587                -0.79310448
105      0.1531241781                0.15050775            -0.34938721                -0.59347244
106     -0.9411959381               -0.98327625            -0.96337823                -0.98950394
107     -0.9502040458               -0.98018409            -0.92883830                -0.98032971
108     -0.9455085600               -0.97253008            -0.92368224                -0.97264571
109     -0.5921509851               -0.44144775            -0.72113700                -0.74572685
110     -0.4189242561               -0.51993124            -0.53248672                -0.82531433
111     -0.0534137179               -0.09196234            -0.47993985                -0.63347980
112     -0.9425882501               -0.98219055            -0.93886322                -0.98750635
113     -0.9571735719               -0.98591272            -0.96357474                -0.99067280
114     -0.9581118959               -0.98724716            -0.95897508                -0.98805840
115     -0.5651625077               -0.21123186            -0.61532008                -0.52038548
116     -0.2173931706               -0.43738311            -0.49644458                -0.72415574
117     -0.0618876767               -0.23653852            -0.42886869                -0.64339920
118     -0.9653996797               -0.99031963            -0.97471085                -0.99362452
119     -0.9755048406               -0.98947209            -0.97726342                -0.99217730
120     -0.9490425317               -0.97965723            -0.96002384                -0.98198344
121     -0.3247934061               -0.02228696            -0.14159840                -0.33614873
122     -0.3682534990               -0.43467125            -0.37713275                -0.58828966
123      0.0828630624                0.31634642             0.03203667                -0.14325455
124     -0.9528022777               -0.98368727            -0.95048442                -0.98541644
125     -0.9642591108               -0.97917915            -0.93672355                -0.98222858
126     -0.9640567740               -0.97945219            -0.95749602                -0.97932785
127     -0.4381497912               -0.01867344            -0.51224934                -0.42932347
